student,currProb,course,session,priorTutorAction,reward,Level,probDiff
0061-F14,1.0.4.0,226-002-BARNES-F14,4,PS,1.973684211,1,0
0061-F14,2.1.1.0,226-002-BARNES-F14,4,WE,0,2,1
0061-F14,2.1.2.0,226-002-BARNES-F14,4,WE,0,2,1
0061-F14,2.1.3.0,226-002-BARNES-F14,4,PS,-56.09133127,2,1
0061-F14,3.1.1.0,226-002-BARNES-F14,4,WE,0,3,1
0061-F14,3.1.2.0,226-002-BARNES-F14,4,PS,0,3,1
0061-F14,3.1.3.0,226-002-BARNES-F14,4,PS,0,3,1
0061-F14,3.-1.3.0,226-002-BARNES-F14,4,PS,0,3,-1
0061-F14,3.-1.4.0,226-002-BARNES-F14,4,PS,0,3,-1
0061-F14,3.-1.3.0,226-002-BARNES-F14,4,PS,0,3,-1
0061-F14,3.-1.3.1,226-002-BARNES-F14,4,PS,43.56819651,3,-1
0061-F14,4.1.1.0,226-002-BARNES-F14,5,WE,0,4,1
0061-F14,4.1.2.0,226-002-BARNES-F14,5,PS,0,4,1
0061-F14,4.1.3.0,226-002-BARNES-F14,5,PS,-10.16483516,4,1
0061-F14,5.1.1.0,226-002-BARNES-F14,5,PS,0,5,1
0061-F14,5.1.2.0,226-002-BARNES-F14,5,WE,0,5,1
0061-F14,5.1.3.0,226-002-BARNES-F14,5,PS,120.7142857,5,1
0061-F14,6.1.1.0,226-002-BARNES-F14,5,PS,0,6,1
0061-F14,6.1.2.0,226-002-BARNES-F14,5,WE,0,6,1
0061-F14,6.1.3.0,226-002-BARNES-F14,5,PS,-150.6542056,6,1
0063-F14,1.0.1.0,226-002-BARNES-F14,1,WE,0,1,0
0063-F14,1.0.2.0,226-002-BARNES-F14,1,PS,0,1,0
0063-F14,1.0.3.0,226-002-BARNES-F14,1,PS,0,1,0
0063-F14,1.0.4.0,226-002-BARNES-F14,1,PS,-17.76315789,1,0
0063-F14,2.1.1.0,226-002-BARNES-F14,1,PS,0,2,1
0063-F14,2.1.2.0,226-002-BARNES-F14,3,WE,0,2,1
0063-F14,2.1.3.0,226-002-BARNES-F14,3,PS,-6.102388324,2,1
0063-F14,3.1.1.0,226-002-BARNES-F14,3,WE,0,3,1
0063-F14,3.1.2.0,226-002-BARNES-F14,4,WE,0,3,1
0063-F14,3.1.3.0,226-002-BARNES-F14,4,PS,0,3,1
0063-F14,3.-1.1.0,226-002-BARNES-F14,4,PS,0,3,-1
0063-F14,3.-1.3.0,226-002-BARNES-F14,4,PS,0,3,-1
0063-F14,3.-1.3.1,226-002-BARNES-F14,5,PS,0,3,-1
0063-F14,3.-1.4.0,226-002-BARNES-F14,5,PS,-76.13445378,3,-1
0063-F14,4.1.1.0,226-002-BARNES-F14,5,WE,0,4,1
0063-F14,4.1.2.0,226-002-BARNES-F14,5,PS,0,4,1
0063-F14,4.1.3.0,226-002-BARNES-F14,6,PS,0,4,1
0063-F14,4.-1.3.0,226-002-BARNES-F14,6,PS,0,4,-1
0063-F14,4.-1.4.0,226-002-BARNES-F14,6,PS,11.42857143,4,-1
0063-F14,5.1.1.0,226-002-BARNES-F14,6,PS,0,5,1
0063-F14,5.1.2.0,226-002-BARNES-F14,6,WE,0,5,1
0063-F14,5.1.3.0,226-002-BARNES-F14,6,PS,121.3943951,5,1
0063-F14,6.1.1.0,226-002-BARNES-F14,6,WE,0,6,1
0063-F14,6.1.2.0,226-002-BARNES-F14,6,WE,0,6,1
0063-F14,6.1.3.0,226-002-BARNES-F14,6,PS,-54.5052095,6,1
0064-F14,1.0.1.0,226-002-BARNES-F14,1,WE,0,1,0
0064-F14,1.0.2.0,226-002-BARNES-F14,1,WE,0,1,0
0064-F14,1.0.3.0,226-002-BARNES-F14,1,PS,0,1,0
0064-F14,1.0.4.0,226-002-BARNES-F14,1,PS,0,1,0
0064-F14,1.0.3.0,226-002-BARNES-F14,2,PS,0,1,0
0064-F14,1.0.4.0,226-002-BARNES-F14,2,PS,40.78947368,1,0
0064-F14,2.1.1.0,226-002-BARNES-F14,2,WE,0,2,1
0064-F14,2.1.2.0,226-002-BARNES-F14,2,WE,0,2,1
0064-F14,2.1.3.0,226-002-BARNES-F14,2,PS,-48.68863335,2,1
0064-F14,3.1.1.0,226-002-BARNES-F14,2,WE,0,3,1
0064-F14,3.1.2.0,226-002-BARNES-F14,2,WE,0,3,1
0064-F14,3.1.3.0,226-002-BARNES-F14,2,PS,-20.06200538,3,1
0064-F14,4.1.1.0,226-002-BARNES-F14,2,PS,0,4,1
0064-F14,4.1.2.0,226-002-BARNES-F14,2,WE,0,4,1
0064-F14,4.1.3.0,226-002-BARNES-F14,2,PS,127.961165,4,1
0064-F14,5.1.1.0,226-002-BARNES-F14,2,WE,0,5,1
0064-F14,5.1.2.0,226-002-BARNES-F14,2,PS,0,5,1
0064-F14,5.1.3.0,226-002-BARNES-F14,2,PS,-95.88516746,5,1
0064-F14,6.1.1.0,226-002-BARNES-F14,2,PS,0,6,1
0064-F14,6.1.2.0,226-002-BARNES-F14,2,WE,0,6,1
0064-F14,6.1.3.0,226-002-BARNES-F14,2,PS,52.70759737,6,1
0065-F14,1.0.1.0,226-002-BARNES-F14,1,PS,0,1,0
0065-F14,1.0.2.0,226-002-BARNES-F14,1,WE,0,1,0
0065-F14,1.0.3.0,226-002-BARNES-F14,1,WE,0,1,0
0065-F14,1.0.4.0,226-002-BARNES-F14,1,PS,-17.76315789,1,0
0065-F14,2.1.1.0,226-002-BARNES-F14,1,PS,0,2,1
0065-F14,2.1.2.0,226-002-BARNES-F14,1,WE,0,2,1
0065-F14,2.1.3.0,226-002-BARNES-F14,2,PS,85.49425033,2,1
0065-F14,3.1.1.0,226-002-BARNES-F14,2,PS,0,3,1
0065-F14,3.1.2.0,226-002-BARNES-F14,2,WE,0,3,1
0065-F14,3.1.3.0,226-002-BARNES-F14,2,PS,0,3,1
0065-F14,3.-1.1.0,226-002-BARNES-F14,2,PS,0,3,-1
0065-F14,3.-1.1.1,226-002-BARNES-F14,2,PS,0,3,-1
0065-F14,3.-1.4.0,226-002-BARNES-F14,2,PS,-78.28054299,3,-1
0065-F14,4.1.1.0,226-002-BARNES-F14,2,PS,0,4,1
0065-F14,4.1.2.0,226-002-BARNES-F14,2,WE,0,4,1
0065-F14,4.1.3.0,226-002-BARNES-F14,2,PS,0,4,1
0065-F14,4.-1.3.0,226-002-BARNES-F14,2,PS,0,4,-1
0065-F14,4.-1.3.1,226-002-BARNES-F14,2,PS,0,4,-1
0065-F14,4.-1.4.0,226-002-BARNES-F14,3,PS,-20.87912088,4,-1
0065-F14,5.1.1.0,226-002-BARNES-F14,3,WE,0,5,1
0065-F14,5.1.2.0,226-002-BARNES-F14,3,PS,0,5,1
0065-F14,5.1.3.0,226-002-BARNES-F14,3,PS,112.0984279,5,1
0065-F14,6.1.1.0,226-002-BARNES-F14,3,WE,0,6,1
0065-F14,6.1.2.0,226-002-BARNES-F14,3,WE,0,6,1
0065-F14,6.1.3.0,226-002-BARNES-F14,3,PS,-102.3520994,6,1
0067-F14,1.0.1.0,226-002-BARNES-F14,1,WE,0,1,0
0067-F14,1.0.2.0,226-002-BARNES-F14,1,PS,0,1,0
0067-F14,1.0.3.0,226-002-BARNES-F14,1,WE,0,1,0
0067-F14,1.0.4.0,226-002-BARNES-F14,1,PS,40.78947368,1,0
0067-F14,2.1.1.0,226-002-BARNES-F14,1,WE,0,2,1
0067-F14,2.1.2.0,226-002-BARNES-F14,1,PS,0,2,1
0067-F14,2.1.3.0,226-002-BARNES-F14,1,PS,26.94161875,2,1
0067-F14,3.1.1.0,226-002-BARNES-F14,1,WE,0,3,1
0067-F14,3.1.2.0,226-002-BARNES-F14,1,PS,0,3,1
0067-F14,3.1.3.0,226-002-BARNES-F14,1,PS,-67.53691768,3,1
0067-F14,4.1.1.0,226-002-BARNES-F14,1,PS,0,4,1
0067-F14,4.1.2.0,226-002-BARNES-F14,1,WE,0,4,1
0067-F14,4.1.3.0,226-002-BARNES-F14,1,PS,46.05582524,4,1
0067-F14,5.1.1.0,226-002-BARNES-F14,1,PS,0,5,1
0067-F14,5.1.2.0,226-002-BARNES-F14,1,WE,0,5,1
0067-F14,5.1.3.0,226-002-BARNES-F14,1,PS,-97.63755981,5,1
0067-F14,6.1.1.0,226-002-BARNES-F14,1,PS,0,6,1
0067-F14,6.1.2.0,226-002-BARNES-F14,1,WE,0,6,1
0067-F14,6.1.3.0,226-002-BARNES-F14,1,PS,7.275410276,6,1
006b-F14,1.0.1.0,226-002-BARNES-F14,1,PS,0,1,0
006b-F14,1.0.2.0,226-002-BARNES-F14,1,PS,0,1,0
006b-F14,1.0.3.0,226-002-BARNES-F14,1,WE,0,1,0
006b-F14,1.0.4.0,226-002-BARNES-F14,1,PS,1.973684211,1,0
006b-F14,2.1.1.0,226-002-BARNES-F14,1,WE,0,2,1
006b-F14,2.1.2.0,226-002-BARNES-F14,1,PS,0,2,1
006b-F14,2.1.3.0,226-002-BARNES-F14,1,PS,-9.872843874,2,1
006b-F14,3.1.1.0,226-002-BARNES-F14,1,PS,0,3,1
006b-F14,3.1.2.0,226-002-BARNES-F14,3,WE,0,3,1
006b-F14,3.1.3.0,226-002-BARNES-F14,3,PS,0,3,1
006b-F14,3.-1.1.0,226-002-BARNES-F14,3,PS,0,3,-1
006b-F14,3.-1.1.1,226-002-BARNES-F14,3,PS,0,3,-1
006b-F14,3.-1.4.0,226-002-BARNES-F14,3,PS,-33.41952165,3,-1
006b-F14,4.1.1.0,226-002-BARNES-F14,3,PS,0,4,1
006b-F14,4.1.2.0,226-002-BARNES-F14,3,WE,0,4,1
006b-F14,4.1.3.0,226-002-BARNES-F14,3,PS,0,4,1
006b-F14,4.-1.3.0,226-002-BARNES-F14,3,PS,0,4,-1
006b-F14,4.-1.3.1,226-002-BARNES-F14,3,PS,0,4,-1
006b-F14,4.-1.4.0,226-002-BARNES-F14,3,PS,-15.82417582,4,-1
006b-F14,5.1.1.0,226-002-BARNES-F14,3,PS,0,5,1
006b-F14,5.1.2.0,226-002-BARNES-F14,3,WE,0,5,1
006b-F14,5.1.3.0,226-002-BARNES-F14,3,PS,157.1428571,5,1
006b-F14,6.1.1.0,226-002-BARNES-F14,3,WE,0,6,1
006b-F14,6.1.2.0,226-002-BARNES-F14,3,WE,0,6,1
006b-F14,6.1.3.0,226-002-BARNES-F14,3,PS,-6.728971963,6,1
006c-F14,1.0.1.0,226-002-BARNES-F14,1,WE,0,1,0
006c-F14,1.0.2.0,226-002-BARNES-F14,1,PS,0,1,0
006c-F14,1.0.3.0,226-002-BARNES-F14,1,PS,0,1,0
006c-F14,1.0.4.0,226-002-BARNES-F14,1,PS,-34.86842105,1,0
006c-F14,2.1.1.0,226-002-BARNES-F14,1,WE,0,2,1
006c-F14,2.1.2.0,226-002-BARNES-F14,1,WE,0,2,1
006c-F14,2.1.3.0,226-002-BARNES-F14,1,PS,102.5995135,2,1
006c-F14,3.1.1.0,226-002-BARNES-F14,1,PS,0,3,1
006c-F14,3.1.2.0,226-002-BARNES-F14,1,WE,0,3,1
006c-F14,3.1.3.0,226-002-BARNES-F14,1,PS,-95.69225749,3,1
006c-F14,4.1.1.0,226-002-BARNES-F14,1,WE,0,4,1
006c-F14,4.1.2.0,226-002-BARNES-F14,1,PS,0,4,1
006c-F14,4.1.3.0,226-002-BARNES-F14,1,PS,117.0683079,4,1
006c-F14,5.1.1.0,226-002-BARNES-F14,1,WE,0,5,1
006c-F14,5.1.2.0,226-002-BARNES-F14,1,WE,0,5,1
006c-F14,5.1.3.0,226-002-BARNES-F14,1,PS,-40.97317157,5,1
006c-F14,6.1.1.0,226-002-BARNES-F14,1,WE,0,6,1
006c-F14,6.1.2.0,226-002-BARNES-F14,1,WE,0,6,1
006c-F14,6.1.3.0,226-002-BARNES-F14,1,PS,45.13705675,6,1
006e-F14,1.0.1.0,226-002-BARNES-F14,1,WE,0,1,0
006e-F14,1.0.2.0,226-002-BARNES-F14,1,PS,0,1,0
006e-F14,1.0.3.0,226-002-BARNES-F14,1,PS,0,1,0
006e-F14,1.0.4.0,226-002-BARNES-F14,1,PS,40.78947368,1,0
006e-F14,2.1.1.0,226-002-BARNES-F14,1,PS,0,2,1
006e-F14,2.1.2.0,226-002-BARNES-F14,1,WE,0,2,1
006e-F14,2.1.3.0,226-002-BARNES-F14,1,PS,26.94161875,2,1
006e-F14,3.1.1.0,226-002-BARNES-F14,1,PS,0,3,1
006e-F14,3.1.2.0,226-002-BARNES-F14,1,WE,0,3,1
006e-F14,3.1.3.0,226-002-BARNES-F14,1,PS,-75.30390797,3,1
006e-F14,4.1.1.0,226-002-BARNES-F14,1,WE,0,4,1
006e-F14,4.1.2.0,226-002-BARNES-F14,1,PS,0,4,1
006e-F14,4.1.3.0,226-002-BARNES-F14,2,PS,107.5728155,4,1
006e-F14,5.1.1.0,226-002-BARNES-F14,2,PS,0,5,1
006e-F14,5.1.2.0,226-002-BARNES-F14,2,WE,0,5,1
006e-F14,5.1.3.0,226-002-BARNES-F14,2,PS,-51.86602871,5,1
006e-F14,6.1.1.0,226-002-BARNES-F14,2,WE,0,6,1
006e-F14,6.1.2.0,226-002-BARNES-F14,2,WE,0,6,1
006e-F14,6.1.3.0,226-002-BARNES-F14,2,PS,45.13705675,6,1
0070-F14,1.0.1.0,226-002-BARNES-F14,1,PS,0,1,0
0070-F14,1.0.2.0,226-002-BARNES-F14,1,WE,0,1,0
0070-F14,1.0.3.0,226-002-BARNES-F14,1,WE,0,1,0
0070-F14,1.0.4.0,226-002-BARNES-F14,1,PS,1.973684211,1,0
0070-F14,2.1.1.0,226-002-BARNES-F14,1,PS,0,2,1
0070-F14,2.1.2.0,226-002-BARNES-F14,3,WE,0,2,1
0070-F14,2.1.3.0,226-002-BARNES-F14,3,PS,0,2,1
0070-F14,2.1.1.0,226-002-BARNES-F14,3,PS,-43.48628925,2,1
0070-F14,3.1.1.0,226-002-BARNES-F14,3,WE,0,3,1
0070-F14,3.1.2.0,226-002-BARNES-F14,3,PS,0,3,1
0070-F14,3.1.3.0,226-002-BARNES-F14,3,PS,41.7067798,3,1
0070-F14,4.1.1.0,226-002-BARNES-F14,4,PS,0,4,1
0070-F14,4.1.2.0,226-002-BARNES-F14,5,WE,0,4,1
0070-F14,4.1.3.0,226-002-BARNES-F14,5,PS,88.9129681,4,1
0070-F14,5.1.1.0,226-002-BARNES-F14,5,PS,0,5,1
0070-F14,5.1.2.0,226-002-BARNES-F14,5,WE,0,5,1
0070-F14,5.1.3.0,226-002-BARNES-F14,5,PS,-133.7961381,5,1
0070-F14,6.1.1.0,226-002-BARNES-F14,5,WE,0,6,1
0070-F14,6.1.2.0,226-002-BARNES-F14,5,WE,0,6,1
0070-F14,6.1.3.0,226-002-BARNES-F14,5,PS,27.67964942,6,1
0071-F14,1.0.1.0,226-002-BARNES-F14,1,WE,0,1,0
0071-F14,1.0.2.0,226-002-BARNES-F14,1,WE,0,1,0
0071-F14,1.0.3.0,226-002-BARNES-F14,1,PS,0,1,0
0071-F14,1.0.4.0,226-002-BARNES-F14,1,PS,-65.13157895,1,0
0071-F14,2.1.1.0,226-002-BARNES-F14,4,PS,0,2,1
0071-F14,2.1.2.0,226-002-BARNES-F14,4,WE,0,2,1
0071-F14,2.1.3.0,226-002-BARNES-F14,4,PS,57.23241928,2,1
0071-F14,3.1.1.0,226-002-BARNES-F14,4,PS,0,3,1
0071-F14,3.1.2.0,226-002-BARNES-F14,6,WE,0,3,1
0071-F14,3.1.3.0,226-002-BARNES-F14,6,PS,60.52051889,3,1
0071-F14,4.1.1.0,226-002-BARNES-F14,6,PS,0,4,1
0071-F14,4.1.2.0,226-002-BARNES-F14,6,WE,0,4,1
0071-F14,4.1.3.0,226-002-BARNES-F14,6,PS,-54.58564494,4,1
0071-F14,5.1.1.0,226-002-BARNES-F14,6,WE,0,5,1
0071-F14,5.1.2.0,226-002-BARNES-F14,6,PS,0,5,1
0071-F14,5.1.3.0,226-002-BARNES-F14,6,PS,-35.06920711,5,1
0071-F14,6.1.1.0,226-002-BARNES-F14,6,PS,0,6,1
0071-F14,6.1.2.0,226-002-BARNES-F14,6,WE,0,6,1
0071-F14,6.1.3.0,226-002-BARNES-F14,6,PS,15.35124983,6,1
0073-F14,1.0.1.0,226-002-BARNES-F14,1,PS,0,1,0
0073-F14,1.0.2.0,226-002-BARNES-F14,1,WE,0,1,0
0073-F14,1.0.3.0,226-002-BARNES-F14,1,PS,0,1,0
0073-F14,1.0.4.0,226-002-BARNES-F14,1,PS,40.78947368,1,0
0073-F14,2.1.1.0,226-002-BARNES-F14,1,PS,0,2,1
0073-F14,2.1.2.0,226-002-BARNES-F14,1,WE,0,2,1
0073-F14,2.1.3.0,226-002-BARNES-F14,1,PS,26.94161875,2,1
0073-F14,3.1.1.0,226-002-BARNES-F14,1,WE,0,3,1
0073-F14,3.1.2.0,226-002-BARNES-F14,1,PS,0,3,1
0073-F14,3.1.3.0,226-002-BARNES-F14,1,PS,-43.26507302,3,1
0073-F14,4.1.1.0,226-002-BARNES-F14,1,WE,0,4,1
0073-F14,4.1.2.0,226-002-BARNES-F14,1,PS,0,4,1
0073-F14,4.1.3.0,226-002-BARNES-F14,1,PS,75.53398058,4,1
0073-F14,5.1.1.0,226-002-BARNES-F14,1,PS,0,5,1
0073-F14,5.1.2.0,226-002-BARNES-F14,1,WE,0,5,1
0073-F14,5.1.3.0,226-002-BARNES-F14,1,PS,-67.17703349,5,1
0073-F14,6.1.1.0,226-002-BARNES-F14,1,PS,0,6,1
0073-F14,6.1.2.0,226-002-BARNES-F14,1,WE,0,6,1
0073-F14,6.1.3.0,226-002-BARNES-F14,1,PS,-72.26221884,6,1
0074-F14,1.0.1.0,226-002-BARNES-F14,1,PS,0,1,0
0074-F14,1.0.2.0,226-002-BARNES-F14,2,WE,0,1,0
0074-F14,1.0.3.0,226-002-BARNES-F14,2,PS,0,1,0
0074-F14,1.0.4.0,226-002-BARNES-F14,2,PS,40.78947368,1,0
0074-F14,2.1.1.0,226-002-BARNES-F14,2,PS,0,2,1
0074-F14,2.1.2.0,226-002-BARNES-F14,2,WE,0,2,1
0074-F14,2.1.3.0,226-002-BARNES-F14,2,PS,-64.6550199,2,1
0074-F14,3.1.1.0,226-002-BARNES-F14,2,WE,0,3,1
0074-F14,3.1.2.0,226-002-BARNES-F14,2,PS,0,3,1
0074-F14,3.1.3.0,226-002-BARNES-F14,2,PS,114.3509831,3,1
0074-F14,4.1.1.0,226-002-BARNES-F14,2,PS,0,4,1
0074-F14,4.1.2.0,226-002-BARNES-F14,2,WE,0,4,1
0074-F14,4.1.3.0,226-002-BARNES-F14,2,PS,-29.94972261,4,1
0074-F14,5.1.1.0,226-002-BARNES-F14,2,WE,0,5,1
0074-F14,5.1.2.0,226-002-BARNES-F14,2,WE,0,5,1
0074-F14,5.1.3.0,226-002-BARNES-F14,2,PS,0.995386193,5,1
0074-F14,6.1.1.0,226-002-BARNES-F14,2,WE,0,6,1
0074-F14,6.1.2.0,226-002-BARNES-F14,2,PS,0,6,1
0074-F14,6.1.3.0,226-002-BARNES-F14,2,PS,38.46889952,6,1
0075-F14,1.0.1.0,226-002-BARNES-F14,1,PS,0,1,0
0075-F14,1.0.2.0,226-002-BARNES-F14,1,PS,0,1,0
0075-F14,1.0.3.0,226-002-BARNES-F14,1,WE,0,1,0
0075-F14,1.0.4.0,226-002-BARNES-F14,1,PS,-49.34210526,1,0
0075-F14,2.1.1.0,226-002-BARNES-F14,1,WE,0,2,1
0075-F14,2.1.2.0,226-002-BARNES-F14,1,WE,0,2,1
0075-F14,2.1.3.0,226-002-BARNES-F14,1,PS,41.4429456,2,1
0075-F14,3.1.1.0,226-002-BARNES-F14,1,WE,0,3,1
0075-F14,3.1.2.0,226-002-BARNES-F14,1,WE,0,3,1
0075-F14,3.1.3.0,226-002-BARNES-F14,1,PS,-11.32414131,3,1
0075-F14,4.1.1.0,226-002-BARNES-F14,1,WE,0,4,1
0075-F14,4.1.2.0,226-002-BARNES-F14,1,PS,0,4,1
0075-F14,4.1.3.0,226-002-BARNES-F14,1,PS,0,4,1
0075-F14,4.-1.2.0,226-002-BARNES-F14,2,PS,0,4,-1
0075-F14,4.-1.3.0,226-002-BARNES-F14,2,PS,0,4,-1
0075-F14,4.-1.3.1,226-002-BARNES-F14,2,PS,0,4,-1
0075-F14,4.-1.4.0,226-002-BARNES-F14,2,PS,-80.77669903,4,-1
0075-F14,5.1.1.0,226-002-BARNES-F14,2,PS,0,5,1
0075-F14,5.1.2.0,226-002-BARNES-F14,2,WE,0,5,1
0075-F14,5.1.3.0,226-002-BARNES-F14,2,PS,0,5,1
0075-F14,5.-1.1.0,226-002-BARNES-F14,3,PS,0,5,-1
0075-F14,5.-1.3.0,226-002-BARNES-F14,3,PS,0,5,-1
0075-F14,5.-1.4.0,226-002-BARNES-F14,3,PS,60,5,-1
0075-F14,6.1.1.0,226-002-BARNES-F14,3,PS,0,6,1
0075-F14,6.1.2.0,226-002-BARNES-F14,3,WE,0,6,1
0075-F14,6.1.3.0,226-002-BARNES-F14,3,PS,0,6,1
0075-F14,6.-1.3.0,226-002-BARNES-F14,3,PS,0,6,-1
0075-F14,6.-1.4.0,226-002-BARNES-F14,3,PS,-55.13513514,6,-1
0076-F14,1.0.1.0,226-002-BARNES-F14,1,PS,0,1,0
0076-F14,1.0.2.0,226-002-BARNES-F14,1,WE,0,1,0
0076-F14,1.0.3.0,226-002-BARNES-F14,1,PS,0,1,0
0076-F14,1.0.4.0,226-002-BARNES-F14,1,PS,40.78947368,1,0
0076-F14,2.1.1.0,226-002-BARNES-F14,1,PS,0,2,1
0076-F14,2.1.2.0,226-002-BARNES-F14,1,WE,0,2,1
0076-F14,2.1.3.0,226-002-BARNES-F14,1,PS,26.94161875,2,1
0076-F14,3.1.1.0,226-002-BARNES-F14,1,WE,0,3,1
0076-F14,3.1.2.0,226-002-BARNES-F14,1,WE,0,3,1
0076-F14,3.1.3.0,226-002-BARNES-F14,1,PS,22.75434446,3,1
0076-F14,4.1.1.0,226-002-BARNES-F14,1,WE,0,4,1
0076-F14,4.1.2.0,226-002-BARNES-F14,1,PS,0,4,1
0076-F14,4.1.3.0,226-002-BARNES-F14,1,PS,-16.55686546,4,1
0076-F14,5.1.1.0,226-002-BARNES-F14,1,PS,0,5,1
0076-F14,5.1.2.0,226-002-BARNES-F14,1,WE,0,5,1
0076-F14,5.1.3.0,226-002-BARNES-F14,1,PS,26.07142857,5,1
0076-F14,6.1.1.0,226-002-BARNES-F14,1,WE,0,6,1
0076-F14,6.1.2.0,226-002-BARNES-F14,1,PS,0,6,1
0076-F14,6.1.3.0,226-002-BARNES-F14,1,PS,0,6,1
0078-F14,1.0.1.0,226-002-BARNES-F14,1,PS,0,1,0
0078-F14,1.0.2.0,226-002-BARNES-F14,1,PS,0,1,0
0078-F14,1.0.3.0,226-002-BARNES-F14,1,WE,0,1,0
0078-F14,1.0.4.0,226-002-BARNES-F14,1,PS,40.78947368,1,0
0078-F14,2.1.1.0,226-002-BARNES-F14,1,WE,0,2,1
0078-F14,2.1.2.0,226-002-BARNES-F14,1,PS,0,2,1
0078-F14,2.1.3.0,226-002-BARNES-F14,1,PS,26.94161875,2,1
0078-F14,3.1.1.0,226-002-BARNES-F14,1,WE,0,3,1
0078-F14,3.1.2.0,226-002-BARNES-F14,1,PS,0,3,1
0078-F14,3.1.3.0,226-002-BARNES-F14,1,PS,22.75434446,3,1
0078-F14,4.1.1.0,226-002-BARNES-F14,1,PS,0,4,1
0078-F14,4.1.2.0,226-002-BARNES-F14,1,WE,0,4,1
0078-F14,4.1.3.0,226-002-BARNES-F14,1,PS,0,4,1
0078-F14,4.-1.4.1,226-002-BARNES-F14,1,PS,0,4,-1
0078-F14,4.-1.3.0,226-002-BARNES-F14,1,PS,-190.4854369,4,-1
0078-F14,5.1.1.0,226-002-BARNES-F14,1,PS,0,5,1
0078-F14,5.1.2.0,226-002-BARNES-F14,1,WE,0,5,1
0078-F14,5.1.3.0,226-002-BARNES-F14,1,PS,0,5,1
0078-F14,5.-1.3.0,226-002-BARNES-F14,1,PS,0,5,-1
0078-F14,5.-1.3.1,226-002-BARNES-F14,1,PS,0,5,-1
0078-F14,5.-1.4.0,226-002-BARNES-F14,1,PS,92.5,5,-1
0078-F14,6.1.1.0,226-002-BARNES-F14,1,PS,0,6,1
0078-F14,6.1.2.0,226-002-BARNES-F14,1,WE,0,6,1
0078-F14,6.1.3.0,226-002-BARNES-F14,1,PS,0,6,1
0078-F14,6.1.1.0,226-002-BARNES-F14,1,PS,0,6,1
0078-F14,6.-1.1.0,226-002-BARNES-F14,1,PS,0,6,-1
0078-F14,6.-1.4.0,226-002-BARNES-F14,1,PS,0,6,-1
0078-F14,6.-1.4.1,226-002-BARNES-F14,1,PS,0,6,-1
0078-F14,6.-1.4.0,226-002-BARNES-F14,1,PS,0,6,-1
0078-F14,6.-1.4.1,226-002-BARNES-F14,1,PS,-90.33783784,6,-1
007c-F14,1.0.1.0,226-002-BARNES-F14,1,PS,0,1,0
007c-F14,1.0.2.0,226-002-BARNES-F14,1,PS,0,1,0
007c-F14,1.0.3.0,226-002-BARNES-F14,1,WE,0,1,0
007c-F14,1.0.4.0,226-002-BARNES-F14,1,PS,-17.76315789,1,0
007c-F14,2.1.1.0,226-002-BARNES-F14,1,WE,0,2,1
007c-F14,2.1.2.0,226-002-BARNES-F14,1,PS,0,2,1
007c-F14,2.1.3.0,226-002-BARNES-F14,1,PS,-17.02675807,2,1
007c-F14,3.1.1.0,226-002-BARNES-F14,1,WE,0,3,1
007c-F14,3.1.2.0,226-002-BARNES-F14,1,PS,0,3,1
007c-F14,3.1.3.0,226-002-BARNES-F14,1,PS,125.2753529,3,1
007c-F14,4.1.1.0,226-002-BARNES-F14,1,PS,0,4,1
007c-F14,4.1.2.0,226-002-BARNES-F14,1,WE,0,4,1
007c-F14,4.1.3.0,226-002-BARNES-F14,1,PS,-124.5925798,4,1
007c-F14,5.1.1.0,226-002-BARNES-F14,1,PS,0,5,1
007c-F14,5.1.2.0,226-002-BARNES-F14,1,WE,0,5,1
007c-F14,5.1.3.0,226-002-BARNES-F14,1,PS,28.6525974,5,1
007c-F14,6.1.1.0,226-002-BARNES-F14,1,WE,0,6,1
007c-F14,6.1.2.0,226-002-BARNES-F14,1,WE,0,6,1
007c-F14,6.1.3.0,226-002-BARNES-F14,1,PS,105.4545455,6,1
007d-F14,1.0.1.0,226-002-BARNES-F14,1,WE,0,1,0
007d-F14,1.0.2.0,226-002-BARNES-F14,5,PS,0,1,0
007d-F14,1.0.3.0,226-002-BARNES-F14,5,WE,0,1,0
007d-F14,1.0.4.0,226-002-BARNES-F14,5,PS,0,1,0
007d-F14,1.0.1.0,226-002-BARNES-F14,7,PS,0,1,0
007d-F14,1.0.2.0,226-002-BARNES-F14,7,PS,0,1,0
007d-F14,1.0.1.0,226-002-BARNES-F14,7,PS,-73.02631579,1,0
007d-F14,2.1.1.0,226-002-BARNES-F14,11,PS,0,2,1
007d-F14,2.1.2.0,226-002-BARNES-F14,12,WE,0,2,1
007d-F14,2.1.3.0,226-002-BARNES-F14,12,PS,0,2,1
007d-F14,2.1.1.0,226-002-BARNES-F14,12,PS,0,2,1
007d-F14,2.-1.1.0,226-002-BARNES-F14,12,PS,0,2,-1
007d-F14,2.-1.4.0,226-002-BARNES-F14,12,PS,-16.00594228,2,-1
007d-F14,3.1.1.0,226-002-BARNES-F14,12,PS,0,3,1
007d-F14,3.1.2.0,226-002-BARNES-F14,12,WE,0,3,1
007d-F14,3.1.3.0,226-002-BARNES-F14,12,PS,0,3,1
007d-F14,3.-1.3.0,226-002-BARNES-F14,12,PS,0,3,-1
